Algorithm,Property Name,Clashing Algorithm, Possible Name Duplicates,usage
ResizeRectangularDetectorv1,ComponentName,SpecularReflectionPositionCorrectv2,DetectorComponentName SampleComponentName ,2
EQSANSResolutionv1,MaxWavelength,PredictPeaksv1,WavelengthMax ,10831
SANSDirectBeamTransmissionv1,BeamCenterY,SANSBeamFinderv1,FoundBeamCenterY ,5707
SetupEQSANSReductionv1,BckTransmissionBeamCenterMethod,SetupHFIRReductionv1,TransmissionBeamCenterMethod ,10888
MagnetismReflectometryReductionv1,RunNumbers,BASISReduction311v1,NormRunNumbers ,84
IndirectCylinderAbsorptionv2,CanDensity,CylinderPaalmanPingsCorrectionv2,CanDensityType ,25
NexusTesterv1,ChunkSize,AlignAndFocusPowderFromFilesv1,MaxChunkSize ,7
RefReductionv1,NormalizationRun,LiquidsReflectometryReductionv1,NormalizationRunNumber ,6
GSASIIRefineFitPeaksv1,MinX,ResampleXv1,XMin ,13
ILLIN16BCalibrationv1,PeakRange,GetEiv2,PeakSearchRange ,5
FilterEventsv1,SplitSampleLogs,CompareSampleLogsv1,SampleLogs ,109
SANSSensitivityCorrectionv1,BeamCenterY,FindCenterOfMassPositionv2,CenterY ,6
SetupHFIRReductionv1,SensitivityBeamCenterY,SANSBeamFinderv1,BeamCenterY ,4666
FindCenterOfMassPositionv1,BeamRadius,SetupILLD33Reductionv1,TransmissionBeamRadius ,2
SNSPowderReductionv1,OutputFilePrefix,LoadMultipleGSSv1,FilePrefix ,757
ProcessBackgroundv1,OutputBackgroundType,StripVanadiumPeaksv2,BackgroundType ,12
AnnularRingAbsorptionv1,SampleNumberDensity,VesuvioCorrectionsv1,SampleDensity ,10
AddSampleLogMultiplev1,LogNames,ExportSampleLogsToCSVFilev1,SampleLogNames ,2834
IndirectAnnulusAbsorptionv1,SampleDensity,HRPDSlabCanAbsorptionv1,SampleNumberDensity ,10
UploadRemoteFilev1,RemoteFileName,CatalogPublishv1,FileName ,0
RotateInstrumentComponentv1,ComponentName,SpecularReflectionCalculateThetav1,DetectorComponentName SampleComponentName ,725374
ReflectometryReductionOneAutov2,WavelengthMin,EQSANSTofStructurev1,WavelengthMinFrame2 ,38
EQSANSTofStructurev1,WavelengthMinFrame2,CalculateTransmissionBeamSpreaderv1,MinWavelength ,47572
FindCenterOfMassPositionv2,CenterY,SetupILLD33Reductionv1,BeamCenterY ,2
SaveLauenormv1,MinWavelength,UnwrapMonitorsInTOFv1,WavelengthMin ,35
IndirectFlatPlateAbsorptionv2,CanScaleFactor,ISISIndirectEnergyTransferv1,ScaleFactor ,13
LoadEventAndCompressv1,FilterByTofMax,LoadEventNexusv1,FilterMonByTofMax ,50
ElasticWindowMultiplev1,BackgroundRangeStart,TimeSlicev1,BackgroundRange ,22
SaveGSASInstrumentFilev1,TwoTheta,CalculateResolutionv1,TwoThetaOut ,2
ApplyTransmissionCorrectionv1,TransmissionError,SANSSensitivityCorrectionv1,FloodTransmissionError ,12031
SaveGSASInstrumentFilev1,OutputFileName,MergeCalFilesv1,OutputFile ,2
IndirectAnnulusAbsorptionv1,CanDensity,IndirectFlatPlateAbsorptionv2,CanDensityType ,10
HRPDSlabCanAbsorptionv1,SampleNumberDensity,VesuvioCalculateMSv1,SampleDensity ,2
MultipleScatteringCylinderAbsorptionv1,AttenuationXSection,HRPDSlabCanAbsorptionv1,SampleAttenuationXSection ,4
OSIRISDiffractionReductionv1,ContainerScaleFactor,ReflectometryReductionOnev1,ScaleFactor ,6
SNSPowderReductionv1,CropWavelengthMin,PredictPeaksv1,WavelengthMin ,757
SaveHKLv1,MinWavelength,AlignAndFocusPowderFromFilesv1,CropWavelengthMin ,77
PreprocessDetectorsToMDv1,UpdateMasksInfo,ConvertToMDMinMaxLocalv1,UpdateMasks ,20
IndirectFlatPlateAbsorptionv1,SampleDensity,AnnularRingAbsorptionv1,SampleNumberDensity ,10
CalculateSampleTransmissionv1,DensityType,IndirectAnnulusAbsorptionv1,SampleDensityType CanDensityType ,7
SANSAbsoluteScalev1,ScalingFactor,IndirectILLReductionQENSv1,BackgroundScalingFactor ,15223
PoldiDataAnalysisv1,MinimumPeakHeight,FindPeaksv1,MinimumPeakHeightObs ,2
IndirectFlatPlateAbsorptionv1,SampleDensityType,CylinderPaalmanPingsCorrectionv2,SampleDensity ,10
SaveGSASInstrumentFilev1,InputFileName,VelocityAutoCorrelationsv1,InputFile ,2
RefLReductionv1,LowResNormAxisPixelRangeFlag,LiquidsReflectometryReductionv1,LowResDataAxisPixelRangeFlag LowResNormAxisPixelRange ,14
Maxv1,RangeUpper,ChopDatav1,IntegrationRangeUpper ,304
IndirectCylinderAbsorptionv2,SampleDensity,IndirectAnnulusAbsorptionv1,SampleDensityType ,25
SANSBeamSpreaderTransmissionv1,SampleSpreaderFilename,SetupHFIRReductionv1,TransSampleSpreaderFilename ,0
ReflectometryReductionOnev2,FirstTransmissionRun,PoldiLoadRunsv1,FirstRun ,21
IndirectAnnulusAbsorptionv1,SampleChemicalFormula,SetSampleMaterialv1,ChemicalFormula ,10
FindDetectorsOutsideLimitsv1,EndWorkspaceIndex,ProjectMDv1,EndIndex ,2901
ProcessIndirectFitParametersv1,XAxisUnit,ISISIndirectEnergyTransferv1,UnitX ,4
IndirectCylinderAbsorptionv2,SampleDensity,AbsorptionCorrectionv1,SampleNumberDensity ,25
MagnetismReflectometryReductionv1,QMin,ConvertToMDv1,AbsMinQ ,84
SaveLauenormv1,MaxWavelength,CreateTransmissionWorkspaceAutov2,WavelengthMax ,35
LiquidsReflectometryReductionv1,IncidentMediumSelected,LRAutoReductionv1,IncidentMedium ,400
FindUBUsingFFTv1,MaxD,PredictPeaksv1,MaxDSpacing ,1654
LoadNexusMonitorsv2,LoadEventMonitors,LoadRawv3,LoadMonitors ,24781
SNSPowderReductionv1,OutputFilePrefix,SaveMaskv1,OutputFile ,757
SetupEQSANSReductionv1,TransmissionMethod,SetupHFIRReductionv1,BckTransmissionMethod ,10888
MultipleScatteringCylinderAbsorptionv1,SampleNumberDensity,FlatPlatePaalmanPingsCorrectionv1,SampleDensity ,4
FindCenterOfMassPositionv2,CenterY,EQSANSLoadv1,BeamCenterY ,2
CreateTransmissionWorkspaceAutov2,FirstTransmissionRun,PoldiLoadRunsv1,FirstRun ,177
IndirectCylinderAbsorptionv2,SampleChemicalFormula,SetSampleMaterialv1,ChemicalFormula ,25
SetupEQSANSReductionv1,BeamCenterY,SetupHFIRReductionv1,SensitivityBeamCenterY TransmissionBeamCenterY ,10888
DgsReductionv1,IncidentEnergyGuess,SuggestTibCNCSv1,IncidentEnergy ,44
SNSPowderReductionv1,OutputFilePrefix,MaskWorkspaceToCalFilev1,OutputFile ,757
SaveLauenormv1,MinDSpacing,AlignAndFocusPowderv1,DMin ,35
PDToGUDRUNv1,CropWavelengthMin,CreateTransmissionWorkspaceAutov2,WavelengthMin ,1
DownloadRemoteFilev2,RemoteFileName,CatalogPublishv1,FileName ,0
EQSANSDirectBeamTransmissionv1,BeamRadius,SetupEQSANSReductionv1,TransmissionBeamRadius ,5892
SpecularReflectionPositionCorrectv1,TwoThetaIn,ReflectometryReductionOneAutov1,ThetaIn ,2
Stitch1Dv3,ManualScaleFactor,He3TubeEfficiencyv1,ScaleFactor ,2088
IntegratePeaksHybridv1,NumberOfBins,SetupHFIRReductionv1,IQNumberOfBins IQ2DNumberOfBins ,3
FilterEventsv1,IncidentEnergy,DgsConvertToEnergyTransferv1,IncidentEnergyGuess ,109
LoadBBYv1,FilterByTimeStart,FilterEventsv1,FilterStartTime ,1
SetupEQSANSReductionv1,SensitivityBeamCenterX,SetupILLD33Reductionv1,BeamCenterX ,10888
SNSPowderReductionv1,CropWavelengthMax,UnwrapMonitorsInTOFv1,WavelengthMax ,757
FilterEventsv1,FilterStartTime,LoadEventNexusv1,FilterByTimeStart ,109
LoadCIFv1,InputFile,SaveGSASInstrumentFilev1,InputFileName ,45
PDToPDFgetNv1,CropWavelengthMin,ReflectometryReductionOneAutov1,WavelengthMin ,2
EnggFocusv1,DetectorPositions,ReflectometryReductionOneAutov1,CorrectDetectorPositions ,10
EQSANSTofStructurev1,WavelengthMinFrame2,RemoveLowResTOFv1,MinWavelength ,47572
CalculateTransmissionBeamSpreaderv1,SpreaderTransmissionValue,SetupEQSANSReductionv1,TransmissionValue ,0
EQSANSTofStructurev1,WavelengthMin,CalculateTransmissionBeamSpreaderv1,MinWavelength ,47572
IndirectILLReductionv1,MapFile,LoadFITSv1,HeaderMapFile ,10
ISISIndirectDiffractionReductionv1,ContainerScaleFactor,SANSSubtractv1,ScaleFactor ,1
PDToPDFgetNv1,CropWavelengthMin,TOFSANSResolutionv1,MinWavelength ,2
SetupEQSANSReductionv1,BeamCenterX,FindCenterOfMassPositionv2,CenterX ,10888
SCARFTomoReconstructionv1,DownloadJobID,AbortRemoteJobv1,JobID ,0
SumRowColumnv1,XMax,GSASIIRefineFitPeaksv1,MaxX ,1435
PDToGUDRUNv1,CropWavelengthMax,CreateTransmissionWorkspacev2,WavelengthMax ,1
CreateTransmissionWorkspaceAutov1,WavelengthMax,EQSANSTofStructurev1,WavelengthMaxFrame2 ,124
FilterByLogValuev1,MinimumValue,GenerateEventsFilterv1,MinimumLogValue ,6633
SaveDetectorsGroupingv1,OutputFile,SaveGSASInstrumentFilev1,OutputFileName ,3
ReflectometryReductionOnev1,WavelengthMin,AlignAndFocusPowderv1,CropWavelengthMin ,8
StripVanadiumPeaksv1,PeakWidthPercent,SimulatedDensityOfStatesv1,PeakWidth ,2
SetupHFIRReductionv1,MaskedDetectorList,GroupDetectorsv2,DetectorList ,4666
SANSBeamFinderv1,FoundBeamCenterY,SetupILLD33Reductionv1,BeamCenterY ,10
SANSSensitivityCorrectionv1,BeamCenterX,SetupEQSANSReductionv1,SensitivityBeamCenterX TransmissionBeamCenterX ,6
MultipleScatteringCylinderAbsorptionv1,SampleNumberDensity,IndirectAnnulusAbsorptionv1,SampleDensity ,4
RenameLogv1,NewLogName,ChangeLogTimev1,LogName ,2
LRScalingFactorsv1,DirectBeamRuns,FindCenterOfMassPositionv2,DirectBeam ,15
OptimizeLatticeForCellTypev1,EdgePixels,SmoothNeighboursv1,ZeroEdgePixels ,495
GetIPTSv1,RunNumber,RefLReductionv1,NormalizationRunNumber ,1799
SaveLauenormv1,MaxWavelength,PredictPeaksv1,WavelengthMax ,35
ChopDatav1,IntegrationRangeLower,DetectorDiagnosticv1,RangeLower ,361
RefRoiv1,XPixelMax,Symmetrisev1,XMax ,25236
SetupHFIRReductionv1,BckTransmissionBeamCenterX,SetupILLD33Reductionv1,TransmissionBeamCenterX ,4666
CalibrateRectangularDetectorsv1,PeakPositions,StripVanadiumPeaksv1,AlternativePeakPositions ,7
ReflectometryReductionOnev1,SampleComponentName,CreateGroupingWorkspacev1,ComponentName ,8
LoadBBYv1,FilterByTofMax,LoadEventNexusv1,FilterMonByTofMax ,1
Integrationv1,RangeLowerList,DetectorEfficiencyVariationv1,RangeLower ,217067
SANSSubtractv1,ScaleFactor,SANSFitShiftScalev1,OutScaleFactor ,63
IndirectAnnulusAbsorptionv2,SampleChemicalFormula,IndirectTransmissionv1,ChemicalFormula ,17
LoadBBYv1,FilterByTimeStop,GetTimeSeriesLogInformationv1,FilterStopTime ,1
SetupEQSANSReductionv1,TransmissionError,SetupILLD33Reductionv1,BckTransmissionError ,10888
IndirectAnnulusAbsorptionv1,SampleDensity,IndirectCylinderAbsorptionv1,SampleDensityType ,10
FilterByTimev1,StartTime,FilterEventsv1,FilterStartTime ,828
MSDFitv1,XStart,RefinePowderDiffProfileSeqv1,StartX ,8
PDToPDFgetNv1,CropWavelengthMin,UnwrapMonitorsInTOFv1,WavelengthMin ,2
MolDynv1,MaxEnergy,TransformToIqtv1,EnergyMax ,9
AlignAndFocusPowderFromFilesv1,CropWavelengthMin,CreateTransmissionWorkspacev1,WavelengthMin ,214
LoadNexusMonitorsv2,LoadEventMonitors,LoadPreNexusv1,LoadMonitors ,24781
CuboidGaugeVolumeAbsorptionv1,SampleNumberDensity,VesuvioThicknessv1,NumberDensity ,2
IndirectCalibrationv1,ScaleFactor,SANSFitShiftScalev1,OutScaleFactor ,160
IndirectAnnulusAbsorptionv2,SampleDensityType,IndirectFlatPlateAbsorptionv2,SampleDensity ,17
ReadGroupsFromFilev1,GroupingFileName,CatalogPublishv1,FileName ,2
ProcessBackgroundv1,OutputBackgroundType,FindPeaksv1,BackgroundType ,12
CalibrateRectangularDetectorsv1,MinimumPeakHeightObs,PDCalibrationv1,MinimumPeakHeight ,7
CalibrateRectangularDetectorsv1,GroupDetectorsBy,BASISReduction311v1,GroupDetectors ,7
EQSANSResolutionv1,MaxWavelength,CreateTransmissionWorkspaceAutov2,WavelengthMax ,10831
LoadSassenav1,TimeUnit,ExportTimeSeriesLogv1,UnitOfTime ,35
SaveLauenormv1,MinWavelength,ReflectometryReductionOneAutov1,WavelengthMin ,35
GetDetectorOffsetsv1,PeakFunction,PoldiFitPeaks2Dv1,PeakProfileFunction ,1
SANSDirectBeamTransmissionv1,BeamCenterX,FindCenterOfMassPositionv2,CenterX ,5707
He3TubeEfficiencyv1,ScaleFactor,SANSFitShiftScalev1,OutScaleFactor ,4923
FindCenterOfMassPositionv2,BeamRadius,SetupILLD33Reductionv1,TransmissionBeamRadius ,2
MSDFitv1,XStart,CalculateMuonAsymmetryv1,StartX ,8
Minv1,RangeLower,ChopDatav1,IntegrationRangeLower ,1501
SANSStitchv1,ShiftFactor,ApplyPaalmanPingsCorrectionv1,CanShiftFactor ,2
StartLiveDatav1,PostProcessingProperties,LoadLiveDatav1,ProcessingProperties ,284
SetupEQSANSReductionv1,TransmissionError,SetupHFIRReductionv1,SpreaderTransmissionError BckTransmissionError ,10888
SetupEQSANSReductionv1,TransmissionBeamRadius,FindCenterOfMassPositionv2,BeamRadius ,10888
ConvertCWSDExpToMomentumv1,DetectorSampleDistanceShift,HFIRLoadv1,SampleDetectorDistance ,2392
RemoveLowResTOFv1,MinWavelength,CreateTransmissionWorkspaceAutov2,WavelengthMin ,22
PDToPDFgetNv1,CropWavelengthMax,CreateTransmissionWorkspacev1,WavelengthMax ,2
Squaresv1,OutputFile,ConvertSnsRoiFileToMaskv1,OutputFilePrefix ,4
SetupEQSANSReductionv1,BckTransmissionBeamCenterFile,SetupHFIRReductionv1,TransmissionBeamCenterFile ,10888
RefRoiv1,XPixelMax,FilterByXValuev1,XMax ,25236
UserFunction1Dv1,OutputChi2overDoF,OptimizeCrystalPlacementv1,Chi2overDoF ,38
ProcessBackgroundv1,OutputBackgroundType,MuonProcessv1,OutputType ,12
RemoveLowResTOFv1,MinWavelength,ReflectometryReductionOneAutov1,WavelengthMin ,22
Integrationv1,RangeUpperList,IdentifyNoisyDetectorsv1,RangeUpper ,217067
Maxv1,RangeUpper,Integrationv1,RangeUpperList ,304
ReflectometryReductionOnev2,WavelengthMin,SaveHKLv1,MinWavelength ,21
RefRoiv1,XPixelMin,ExtractSpectrav1,XMin ,25236
LoadEventAndCompressv1,FilterMonByTimeStop,LoadEventNexusv1,FilterByTimeStop ,50
LiquidsReflectometryReductionv1,QMin,ConvertToMDMinMaxLocalv1,AbsMinQ ,400
SetupHFIRReductionv1,TransmissionBeamCenterY,SetupILLD33Reductionv1,BeamCenterY BckTransmissionBeamCenterY ,4666
SANSBeamSpreaderTransmissionv1,SpreaderTransmissionError,ApplyTransmissionCorrectionv1,TransmissionError ,0
FilterEventsv1,FilterStartTime,LoadEventAndCompressv1,FilterByTimeStart ,109
SANSPatchSensitivityv1,ComponentName,ReflectometryReductionOnev1,DetectorComponentName SampleComponentName ,10
IndirectAnnulusAbsorptionv1,SampleDensity,AbsorptionCorrectionv1,SampleNumberDensity ,10
ReflectometryReductionOnev1,ScaleFactor,IndirectCylinderAbsorptionv1,CanScaleFactor ,8
TOFSANSResolutionv1,MaxWavelength,CreateTransmissionWorkspacev1,WavelengthMax ,8
LoadLiveDatav1,StartTime,GetTimeSeriesLogInformationv1,FilterStartTime ,223083
AnnularRingAbsorptionv1,SampleNumberDensity,FlatPlatePaalmanPingsCorrectionv1,SampleDensity ,10
SANSAbsoluteScalev1,ScalingFactor,SetupEQSANSReductionv1,AbsoluteScalingFactor ,15223
SNSPowderReductionv1,CropWavelengthMin,EQSANSTofStructurev1,WavelengthMin ,757
IndirectFlatPlateAbsorptionv1,CanDensityType,IndirectTransmissionv1,DensityType ,10
AlignAndFocusPowderv1,DMax,PredictPeaksv1,MaxDSpacing ,1368
MaskDetectorsIfv1,OutputCalFile,Squaresv1,OutputFile ,1
ReflectometryReductionOnev2,FirstTransmissionRun,PlotAsymmetryByLogValuev1,FirstRun ,21
ConvertToDiffractionMDWorkspacev1,MinRecursionDepth,SaveMDWorkspaceToVTKv1,RecursionDepth ,2
CalculateTransmissionBeamSpreaderv1,MaxWavelength,CreateTransmissionWorkspacev2,WavelengthMax ,0
SANSAbsoluteScalev1,ScalingFactor,LRDirectBeamSortv1,ScalingFactorFile ,15223
ExportSampleLogsToCSVFilev1,SampleLogNames,LoadLogPropertyTablev1,LogNames ,7
FitPeakv1,PeakFunctionType,LeBailFitv1,PeakType ,2
GetEiv2,IncidentEnergy,DgsConvertToEnergyTransferv1,IncidentEnergyGuess ,28593
TOSCABankCorrectionv1,SearchRange,GetEiv2,PeakSearchRange ,7
StartLiveDatav1,StartTime,GetTimeSeriesLogInformationv1,FilterStartTime ,284
ElasticWindowMultiplev1,BackgroundRangeEnd,TimeSlicev1,BackgroundRange ,22
IndirectCylinderAbsorptionv1,SampleDensityType,VesuvioCalculateMSv1,SampleDensity ,10
RefinePowderDiffProfileSeqv1,OutputProjectFilename,ModifyDetectorDotDatFilev1,OutputFilename ,0
ReflectometryReductionOneAutov2,WavelengthMin,RemoveLowResTOFv1,MinWavelength ,38
IndirectAnnulusAbsorptionv2,CanDensityType,FlatPlatePaalmanPingsCorrectionv1,CanDensity ,17
SetupEQSANSReductionv1,TransmissionBeamCenterX,SANSBeamFinderv1,BeamCenterX ,10888
ILLIN16BCalibrationv1,ScaleFactor,SANSFitShiftScalev1,OutScaleFactor ,5
SNSPowderReductionv1,CropWavelengthMin,ReflectometryReductionOnev1,WavelengthMin ,757
MonitorLiveDatav1,PostProcessingProperties,LoadLiveDatav1,ProcessingProperties ,0
DgsReductionv1,TimeZeroGuess,MuonProcessv1,TimeZero ,44
FlatPlateAbsorptionv1,SampleNumberDensity,IndirectFlatPlateAbsorptionv2,SampleDensity ,8
ReflectometryReductionOnev1,ScaleFactor,IndirectFlatPlateAbsorptionv2,CanScaleFactor ,8
DgsReductionv1,SampleInputFile,AngularAutoCorrelationsTwoAxesv1,InputFile ,44
RefRoiv1,XPixelMax,StepScanv1,XMax ,25236
SetupEQSANSReductionv1,TransmissionBeamCenterY,EQSANSLoadv1,BeamCenterY ,10888
DetectorEfficiencyVariationv1,EndWorkspaceIndex,ProjectMDv1,EndIndex ,2
SetSampleMaterialv1,SampleNumberDensity,IndirectCylinderAbsorptionv1,SampleDensity ,372
IndirectFlatPlateAbsorptionv1,SampleHeight,CylinderAbsorptionv1,CylinderSampleHeight ,10
ElasticWindowv1,BackgroundRangeEnd,ISISIndirectEnergyTransferv1,BackgroundRange ,2
AddSampleLogv1,LogName,GetSpiceDataRawCountsFromMDv1,SampleLogName ,91869
RefRoiv1,XPixelMin,CropWorkspacev1,XMin ,25236
LoadBBYv1,FilterByTofMin,LoadEventNexusv1,FilterMonByTofMin ,1
IndirectAnnulusAbsorptionv2,CanScaleFactor,SANSFitShiftScalev1,ScaleFactor ,17
RefRoiv1,XPixelMax,ResampleXv1,XMax ,25236
IndirectFlatPlateAbsorptionv1,CanScaleFactor,ISISIndirectEnergyTransferv1,ScaleFactor ,10
LRPrimaryFractionv1,ScalingFactor,IndirectILLReductionQENSv1,BackgroundScalingFactor ,3542
RenameLogv1,OriginalLogName,AddSampleLogv1,LogName ,2
CylinderAbsorptionv1,CylinderSampleHeight,VesuvioCorrectionsv1,SampleHeight ,289
EQSANSResolutionv1,MinWavelength,CreateTransmissionWorkspacev1,WavelengthMin ,10831
SetSampleMaterialv1,ChemicalFormula,CylinderPaalmanPingsCorrectionv2,SampleChemicalFormula CanChemicalFormula ,372
ConvertCWPDMDToSpectrav1,ScaleFactor,IndirectAnnulusAbsorptionv2,CanScaleFactor ,2
SaveHKLv1,MaxWavelength,AlignAndFocusPowderFromFilesv1,CropWavelengthMax ,77
IndirectAnnulusAbsorptionv1,SampleDensityType,CylinderPaalmanPingsCorrectionv2,SampleDensity ,10
EQSANSResolutionv1,MinWavelength,ReflectometryReductionOneAutov1,WavelengthMin ,10831
AlignAndFocusPowderv1,CropWavelengthMax,CreateTransmissionWorkspaceAutov2,WavelengthMax ,1368
IndirectCylinderAbsorptionv2,SampleDensityType,VesuvioCorrectionsv1,SampleDensity ,25
SetupHFIRReductionv1,SensitivityBeamCenterX,SetupILLD33Reductionv1,BeamCenterX ,4666
SetupEQSANSReductionv1,BeamCenterMethod,SetupHFIRReductionv1,SensitivityBeamCenterMethod TransmissionBeamCenterMethod ,10888
FindDetectorsParv1,OutputParTable,VesuvioPeakPredictionv1,OutputTable ,126
CuboidGaugeVolumeAbsorptionv1,SampleNumberDensity,IndirectCylinderAbsorptionv1,SampleDensity ,2
ReflectometryReductionOnev1,FirstTransmissionRun,IndirectSampleChangerv1,FirstRun ,8
Maxv1,RangeLower,ChopDatav1,IntegrationRangeLower ,304
ILLIN16BCalibrationv1,MapFile,LoadFITSv1,HeaderMapFile ,5
Stitch1DManyv1,ManualScaleFactor,ConvertCWPDMDToSpectrav1,ScaleFactor ,293
LRPrimaryFractionv1,ScalingFactor,SetupHFIRReductionv1,AbsoluteScalingFactor ,3542
GetEiMonDetv2,DetectorEPPTable,CorrectTOFv1,EPPTable ,2
ConvertToReflectometryQv1,NumberBinsQx,ResampleXv1,NumberBins ,162
SNSPowderReductionv1,OutputFilePrefix,DakotaChiSquaredv1,OutputFile ,757
IndirectResolutionv1,ScaleFactor,Stitch1Dv3,ManualScaleFactor OutScaleFactor ,17
AlignAndFocusPowderv1,DMin,SaveHKLv1,MinDSpacing ,1368
ReflectometryReductionOneAutov1,DetectorComponentName,ClearMaskFlagv1,ComponentName ,8
FlatPlateAbsorptionv1,SampleNumberDensity,VesuvioCalculateMSv1,SampleDensity ,8
MergeLogsv1,MergedLogName,ExportTimeSeriesLogv1,LogName ,2
CalculateCoverageDGSv1,IncidentEnergy,GetEiT0atSNSv1,IncidentEnergyGuess ,24555
DgsConvertToEnergyTransferv1,IncidentEnergyGuess,DetectorEfficiencyCorv1,IncidentEnergy ,28291
PDToGUDRUNv1,CropWavelengthMin,ReflectometryReductionOneAutov1,WavelengthMin ,1
SaveLauenormv1,MaxWavelength,EQSANSTofStructurev1,WavelengthMax WavelengthMaxFrame2 ,35
SANSSensitivityCorrectionv1,MaskedComponent,SetupHFIRReductionv1,MaskedFullComponent ,6
SaveLauenormv1,MinWavelength,EQSANSTofStructurev1,WavelengthMin WavelengthMinFrame2 ,35
SaveGSASInstrumentFilev1,InputFileName,CatalogPublishv1,FileName ,2
LoadNexusMonitorsv2,LoadEventMonitors,EQSANSLoadv1,LoadMonitors ,24781
PreprocessDetectorsToMDv1,GetEFixed,ConvertSpectrumAxisv1,EFixed ,20
MSDFitv1,XEnd,RefinePowderDiffProfileSeqv1,EndX ,8
CalibrateRectangularDetectorsv1,MinimumPeakHeightObs,FitPowderDiffPeaksv1,MinimumPeakHeight ,7
IndirectCylinderAbsorptionv2,CanScaleFactor,ReflectometryReductionOnev1,ScaleFactor ,25
SetupEQSANSReductionv1,TransmissionBeamCenterY,SetupILLD33Reductionv1,BeamCenterY BckTransmissionBeamCenterY ,10888
CopySamplev1,MDOutputSampleNumber,SetUBv1,MDSampleNumber ,1077
FlatPlateAbsorptionv1,SampleNumberDensity,VesuvioCorrectionsv1,SampleDensity ,8
IndirectCylinderAbsorptionv2,SampleDensity,MultipleScatteringCylinderAbsorptionv1,SampleNumberDensity ,25
AlignAndFocusPowderv1,CropWavelengthMax,ReflectometryReductionOneAutov1,WavelengthMax ,1368
SNAPReducev1,GroupDetectorsBy,BASISReductionv1,GroupDetectors ,753
SaveGSASInstrumentFilev1,TwoTheta,DNSComputeDetEffCorrCoefsv1,TwoThetaTolerance ,2
FitPeakv1,BackgroundParameterNames,UpdatePeakParameterTableValuev1,ParameterNames ,2
IndirectCylinderAbsorptionv1,SampleDensityType,IndirectTransmissionv1,DensityType ,10
ConvertToReflectometryQv1,MaxRecursionDepth,SaveMDWorkspaceToVTKv1,RecursionDepth ,162
EQSANSLoadv1,BeamCenterX,SANSBeamFinderv1,FoundBeamCenterX ,22910
LeBailFitv1,MinimumPeakHeight,FindPeaksv1,MinimumPeakHeightObs ,2
USANSReductionv1,RunNumbers,BASISReduction311v1,NormRunNumbers ,0
CalculateTransmissionBeamSpreaderv1,MinWavelength,CreateTransmissionWorkspacev2,WavelengthMin ,0
MergeLogsv1,MergedLogName,GenerateEventsFilterv1,LogName ,2
EQSANSTofStructurev1,WavelengthMaxFrame2,ReflectometryReductionOneAutov1,WavelengthMax ,47572
FitPeakv1,CostFunctionValue,PlotPeakByLogValuev1,CostFunction ,2
SmoothNeighboursv1,ZeroEdgePixels,PredictPeaksv1,EdgePixels ,38
CalculateTransmissionBeamSpreaderv1,SpreaderTransmissionError,SetupEQSANSReductionv1,TransmissionError ,0
ReflectometryReductionOneAutov2,WavelengthMin,PDToGUDRUNv1,CropWavelengthMin ,38
IndirectResolutionv1,ScaleFactor,IndirectCylinderAbsorptionv1,CanScaleFactor ,17
ConvertCWSDMDtoHKLv1,HKLFileName,CatalogPublishv1,FileName ,292
LoadDetectorInfov1,DataFilename,LoadSwansv1,FilenameData FilenameMetaData ,2
SANSStitchv1,OutScaleFactor,ReflectometryReductionOneAutov1,ScaleFactor ,2
SetupHFIRReductionv1,SpreaderTransmissionError,SetupILLD33Reductionv1,TransmissionError ,4666
